Event ID,Event Version,Level,Channel,Task,Opcode,Keyword,Windows,Version,Edition,Date,Build,Event Message,Event Fields
1201,0,Information,System,,,,Windows 10,20H2,Pro,2021/01/12,19041.746,The Windows Memory Diagnostic tested the computer's memory and detected no errors,
1201,0,Information,System,,,,Windows 10,2004,Pro,2020/12/08,19041.685,The Windows Memory Diagnostic tested the computer's memory and detected no errors,
1201,0,Information,System,,,,Windows 10,20H2,Pro,2020/12/08,19041.685,The Windows Memory Diagnostic tested the computer's memory and detected no errors,
1201,0,Information,System,,,,Windows 10,20H2,Pro,2020/11/19,19041.631,The Windows Memory Diagnostic tested the computer's memory and detected no errors,
1201,0,Information,System,,,,Windows 10,2004,Pro,2020/11/10,19041.63,The Windows Memory Diagnostic tested the computer's memory and detected no errors,
1201,0,Information,System,,,,Windows 10,2004,Pro,2020/10/13,19041.572,The Windows Memory Diagnostic tested the computer's memory and detected no errors,
1201,0,Information,System,,,,Windows 10,2004,Pro,2020/09/08,19041.508,The Windows Memory Diagnostic tested the computer's memory and detected no errors,
1201,0,Information,System,,,,Windows 10,2004,Pro,2020/08/11,19041.45,The Windows Memory Diagnostic tested the computer's memory and detected no errors,
1201,0,Information,System,,,,Windows 10,2004,Pro,2020/07/14,19041.388,The Windows Memory Diagnostic tested the computer's memory and detected no errors,
1201,0,Information,System,,,,Windows 10,2004,Pro,2020/06/09,19041.329,The Windows Memory Diagnostic tested the computer's memory and detected no errors,
1201,0,Information,System,,,,Windows 10,2004,Pro,2020/05/27,19041.264,The Windows Memory Diagnostic tested the computer's memory and detected no errors,
1201,0,Information,System,,,,Windows 10,2004,Pro,2020/04/16,19041.208,The Windows Memory Diagnostic tested the computer's memory and detected no errors,
1201,0,Information,System,,,,Windows 10,21H1,Pro,2022/03/15,19041.1586,The Windows Memory Diagnostic tested the computer's memory and detected no errors,
1201,0,Information,System,,,,Windows 10,20H2,Pro,2022/03/15,19041.1586,The Windows Memory Diagnostic tested the computer's memory and detected no errors,
1201,0,Information,System,,,,Windows 10,21H2,Pro,2022/03/15,19041.1586,The Windows Memory Diagnostic tested the computer's memory and detected no errors,
1201,0,Information,System,,,,Windows 10,21H1,Pro,2022/02/15,19041.1526,The Windows Memory Diagnostic tested the computer's memory and detected no errors,
1201,0,Information,System,,,,Windows 10,20H2,Pro,2022/02/15,19041.1526,The Windows Memory Diagnostic tested the computer's memory and detected no errors,
1201,0,Information,System,,,,Windows 10,21H2,Pro,2022/02/15,19041.1526,The Windows Memory Diagnostic tested the computer's memory and detected no errors,
1201,0,Information,System,,,,Windows 10,20H2,Pro,2021/12/14,19041.1415,The Windows Memory Diagnostic tested the computer's memory and detected no errors,
1201,0,Information,System,,,,Windows 10,2004,Pro,2021/11/09,19041.1348,The Windows Memory Diagnostic tested the computer's memory and detected no errors,
1201,0,Information,System,,,,Windows 10,20H2,Pro,2021/11/09,19041.1348,The Windows Memory Diagnostic tested the computer's memory and detected no errors,
1201,0,Information,System,,,,Windows 10,2004,Pro,2021/10/12,19041.1288,The Windows Memory Diagnostic tested the computer's memory and detected no errors,
1201,0,Information,System,,,,Windows 10,20H2,Pro,2021/10/12,19041.1288,The Windows Memory Diagnostic tested the computer's memory and detected no errors,
1201,0,Information,System,,,,Windows 10,2004,Pro,2021/09/14,19041.1237,The Windows Memory Diagnostic tested the computer's memory and detected no errors,
1201,0,Information,System,,,,Windows 10,20H2,Pro,2021/09/14,19041.1237,The Windows Memory Diagnostic tested the computer's memory and detected no errors,
1201,0,Information,System,,,,Windows 10,2004,Pro,2021/08/10,19041.1165,The Windows Memory Diagnostic tested the computer's memory and detected no errors,
1201,0,Information,System,,,,Windows 10,20H2,Pro,2021/08/10,19041.1165,The Windows Memory Diagnostic tested the computer's memory and detected no errors,
1201,0,Information,System,,,,Windows 10,2004,Pro,2021/07/13,19041.111,The Windows Memory Diagnostic tested the computer's memory and detected no errors,
1201,0,Information,System,,,,Windows 10,20H2,Pro,2021/07/13,19041.111,The Windows Memory Diagnostic tested the computer's memory and detected no errors,
1201,0,Information,System,,,,Windows 10,2004,Pro,2021/06/08,19041.1052,The Windows Memory Diagnostic tested the computer's memory and detected no errors,
1201,0,Information,System,,,,Windows 10,20H2,Pro,2021/06/08,19041.1052,The Windows Memory Diagnostic tested the computer's memory and detected no errors,
1201,0,Information,System,,,,Windows 10,1909,Pro,2020/07/14,18363.959,The Windows Memory Diagnostic tested the computer's memory and detected no errors,
1201,0,Information,System,,,,Windows 10,1909,Pro,2020/06/09,18363.9,The Windows Memory Diagnostic tested the computer's memory and detected no errors,
1201,0,Information,System,,,,Windows 10,1909,Pro,2020/05/12,18363.836,The Windows Memory Diagnostic tested the computer's memory and detected no errors,
1201,0,Information,System,,,,Windows 10,1909,Pro,2020/04/14,18363.778,The Windows Memory Diagnostic tested the computer's memory and detected no errors,
1201,0,Information,System,,,,Windows 10,1909,Pro,2020/03/12,18363.72,The Windows Memory Diagnostic tested the computer's memory and detected no errors,
1201,0,Information,System,,,,Windows 10,1909,Pro,2020/02/11,18363.657,The Windows Memory Diagnostic tested the computer's memory and detected no errors,
1201,0,Information,System,,,,Windows 10,1909,Pro,2020/01/14,18363.592,The Windows Memory Diagnostic tested the computer's memory and detected no errors,
1201,0,Information,System,,,,Windows 10,1909,Pro,2019/12/10,18363.535,The Windows Memory Diagnostic tested the computer's memory and detected no errors,
1201,0,Information,System,,,,Windows 10,1909,Pro,2019/10/05,18363.418,The Windows Memory Diagnostic tested the computer's memory and detected no errors,
1201,0,Information,System,,,,Windows 10,1909,Pro,2021/06/08,18363.1621,The Windows Memory Diagnostic tested the computer's memory and detected no errors,
1201,0,Information,System,,,,Windows 10,1909,Pro,2021/05/11,18363.1556,The Windows Memory Diagnostic tested the computer's memory and detected no errors,
1201,0,Information,System,,,,Windows 10,1909,Pro,2021/04/13,18363.15,The Windows Memory Diagnostic tested the computer's memory and detected no errors,
1201,0,Information,System,,,,Windows 10,1909,Pro,2021/03/09,18363.144,The Windows Memory Diagnostic tested the computer's memory and detected no errors,
1201,0,Information,System,,,,Windows 10,1909,Pro,2021/02/11,18363.1379,The Windows Memory Diagnostic tested the computer's memory and detected no errors,
1201,0,Information,System,,,,Windows 10,1909,Pro,2021/01/12,18363.1316,The Windows Memory Diagnostic tested the computer's memory and detected no errors,
1201,0,Information,System,,,,Windows 10,1909,Pro,2020/12/08,18363.1256,The Windows Memory Diagnostic tested the computer's memory and detected no errors,
1201,0,Information,System,,,,Windows 10,1909,Pro,2020/11/10,18363.1198,The Windows Memory Diagnostic tested the computer's memory and detected no errors,
1201,0,Information,System,,,,Windows 10,1909,Pro,2020/10/13,18363.1139,The Windows Memory Diagnostic tested the computer's memory and detected no errors,
1201,0,Information,System,,,,Windows 10,1909,Pro,2020/09/08,18363.1082,The Windows Memory Diagnostic tested the computer's memory and detected no errors,
1201,0,Information,System,,,,Windows 10,1909,Pro,2020/08/11,18363.1016,The Windows Memory Diagnostic tested the computer's memory and detected no errors,
1201,0,Information,System,,,,Windows 10,1903,Pro,2020/07/14,18362.959,The Windows Memory Diagnostic tested the computer's memory and detected no errors,
1201,0,Information,System,,,,Windows 10,1903,Pro,2020/05/12,18362.836,The Windows Memory Diagnostic tested the computer's memory and detected no errors,
1201,0,Information,System,,,,Windows 10,1903,Pro,2020/03/12,18362.72,The Windows Memory Diagnostic tested the computer's memory and detected no errors,
1201,0,Information,System,,,,Windows 10,1903,Pro,2020/02/11,18362.657,The Windows Memory Diagnostic tested the computer's memory and detected no errors,
1201,0,Information,System,,,,Windows 10,1903,Pro,2019/12/10,18362.535,The Windows Memory Diagnostic tested the computer's memory and detected no errors,
1201,0,Information,System,,,,Windows 10,1903,Pro,2019/11/12,18362.476,The Windows Memory Diagnostic tested the computer's memory and detected no errors,
1201,0,Information,System,,,,Windows 10,1903,Pro,2019/09/10,18362.356,The Windows Memory Diagnostic tested the computer's memory and detected no errors,
1201,0,Information,System,,,,Windows 10,1903,Pro,2019/03/29,18362.3,The Windows Memory Diagnostic tested the computer's memory and detected no errors,
1201,0,Information,System,,,,Windows 10,1903,Pro,2019/07/09,18362.239,The Windows Memory Diagnostic tested the computer's memory and detected no errors,
1201,0,Information,System,,,,Windows 10,1903,Pro,2019/06/11,18362.175,The Windows Memory Diagnostic tested the computer's memory and detected no errors,
1201,0,Information,System,,,,Windows 10,1903,Pro,2020/12/08,18362.1256,The Windows Memory Diagnostic tested the computer's memory and detected no errors,
1201,0,Information,System,,,,Windows 10,1903,Pro,2020/11/10,18362.1198,The Windows Memory Diagnostic tested the computer's memory and detected no errors,
1201,0,Information,System,,,,Windows 10,1903,Pro,2020/10/13,18362.1139,The Windows Memory Diagnostic tested the computer's memory and detected no errors,
1201,0,Information,System,,,,Windows 10,1903,Pro,2020/09/08,18362.1082,The Windows Memory Diagnostic tested the computer's memory and detected no errors,
1201,0,Information,System,,,,Windows 10,1903,Pro,2019/12/10,18362.1016,The Windows Memory Diagnostic tested the computer's memory and detected no errors,
1201,0,Information,System,,,,Windows 10,1809,Pro,2020/01/14,17763.973,The Windows Memory Diagnostic tested the computer's memory and detected no errors,
1201,0,Information,System,,,,Windows Server 2019,1809,Standard,2020/01/14,17763.973,The Windows Memory Diagnostic tested the computer's memory and detected no errors,
1201,0,Information,System,,,,Windows 10,1809,Pro,2019/12/10,17763.914,The Windows Memory Diagnostic tested the computer's memory and detected no errors,
1201,0,Information,System,,,,Windows Server 2019,1809,Standard,2019/12/10,17763.914,The Windows Memory Diagnostic tested the computer's memory and detected no errors,
1201,0,Information,System,,,,Windows 10,1809,Pro,2019/11/12,17763.864,The Windows Memory Diagnostic tested the computer's memory and detected no errors,
1201,0,Information,System,,,,Windows Server 2019,1809,Standard,2019/11/12,17763.864,The Windows Memory Diagnostic tested the computer's memory and detected no errors,
1201,0,Information,System,,,,Windows 10,1809,Pro,2019/10/08,17763.805,The Windows Memory Diagnostic tested the computer's memory and detected no errors,
1201,0,Information,System,,,,Windows 10,1809,Pro,2019/09/10,17763.737,The Windows Memory Diagnostic tested the computer's memory and detected no errors,
1201,0,Information,System,,,,Windows Server 2019,1809,Standard,2019/09/10,17763.737,The Windows Memory Diagnostic tested the computer's memory and detected no errors,
1201,0,Information,System,,,,Windows 10,1809,Pro,2019/08/13,17763.678,The Windows Memory Diagnostic tested the computer's memory and detected no errors,
1201,0,Information,System,,,,Windows Server 2019,1809,Standard,2019/08/13,17763.678,The Windows Memory Diagnostic tested the computer's memory and detected no errors,
1201,0,Information,System,,,,Windows 10,1809,Pro,2019/07/09,17763.615,The Windows Memory Diagnostic tested the computer's memory and detected no errors,
1201,0,Information,System,,,,Windows 10,1809,Pro,2019/06/11,17763.557,The Windows Memory Diagnostic tested the computer's memory and detected no errors,
1201,0,Information,System,,,,Windows 10,1809,Pro,2019/05/19,17763.504,The Windows Memory Diagnostic tested the computer's memory and detected no errors,
1201,0,Information,System,,,,Windows 10,1809,Pro,2019/04/09,17763.437,The Windows Memory Diagnostic tested the computer's memory and detected no errors,
1201,0,Information,System,,,,Windows 10,1809,Pro,2019/03/12,17763.379,The Windows Memory Diagnostic tested the computer's memory and detected no errors,
1201,0,Information,System,,,,Windows Server 2019,1809,Standard,2019/03/12,17763.379,The Windows Memory Diagnostic tested the computer's memory and detected no errors,
1201,0,Information,System,,,,Windows Server 2019,1809,Standard,2022/11/15,17763.365,The Windows Memory Diagnostic tested the computer's memory and detected no errors,
1201,0,Information,System,,,,Windows 10,1809,Pro,2019/02/12,17763.316,The Windows Memory Diagnostic tested the computer's memory and detected no errors,
